STATION,STATION_NAME,DATE,PRCP,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNOW,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,AWND,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070118,0.00,T, ,0,2400,0.1, , ,0,9999,30, , ,0,2400,22, , ,0,2400,12.1, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070119,0.00,T, ,0,2400,0.0,T, ,0,9999,27, , ,0,2400,18, , ,0,2400,13.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070120,0.00, , ,0,2400,0.0, , ,0,9999,27, , ,0,2400,10, , ,0,2400,5.8, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070121,0.08, , ,0,2400,0.8, , ,0,9999,29, , ,0,2400,26, , ,0,2400,8.3, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070122,0.00,T, ,0,2400,0.0,T, ,0,9999,31, , ,0,2400,25, , ,0,2400,9.8, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070123,0.00, , ,0,2400,0.0, , ,0,9999,26, , ,0,2400,22, , ,0,2400,11.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070124,0.00,T, ,0,2400,0.0,T, ,0,9999,28, , ,0,2400,22, , ,0,2400,9.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070125,0.00,T, ,0,2400,0.0,T, ,0,9999,24, , ,0,2400,15, , ,0,2400,9.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070126,0.00, , ,0,2400,0.0, , ,0,9999,43, , ,0,2400,20, , ,0,2400,14.5, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070127,0.00,T, ,0,2400,0.1, , ,0,9999,34, , ,0,2400,15, , ,0,2400,11.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070128,0.02, , ,0,2400,0.4, , ,0,9999,24, , ,0,2400,7, , ,0,2400,13.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070129,0.01, , ,0,2400,0.5, , ,0,9999,25, , ,0,2400,9, , ,0,2400,11.0, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070130,0.00,T, ,0,2400,0.0,T, ,0,9999,18, , ,0,2400,7, , ,0,2400,14.3, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070131,0.00,T, ,0,2400,0.0,T, ,0,9999,20, , ,0,2400,3, , ,0,2400,12.8, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070201,0.00,T, ,0,2400,0.0,T, ,0,9999,24, , ,0,2400,11, , ,0,2400,12.1, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070202,0.00,T, ,0,2400,0.0,T, ,0,9999,12, , ,0,2400,6, , ,0,2400,13.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070203,0.00,T, ,0,2400,0.0,T, ,0,9999,11, , ,0,2400,-6, , ,0,2400,18.3, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070204,0.00, , ,0,2400,0.0, , ,0,9999,2, , ,0,2400,-6, , ,0,2400,13.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070205,0.00, , ,0,2400,0.0, , ,0,9999,5, , ,0,2400,-10, , ,0,2400,11.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070206,0.11, , ,0,2400,2.1, , ,0,9999,10, , ,0,2400,-5, , ,0,2400,6.0, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070207,0.00, , ,0,2400,0.0, , ,0,9999,11, , ,0,2400,-2, , ,0,2400,11.9, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070208,0.00, , ,0,2400,0.0, , ,0,9999,11, , ,0,2400,-4, , ,0,2400,12.5, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070209,0.00, , ,0,2400,0.0, , ,0,9999,17, , ,0,2400,2, , ,0,2400,10.5, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070210,0.00, , ,0,2400,0.0, , ,0,9999,13, , ,0,2400,-1, , ,0,2400,9.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070211,0.00,T, ,0,2400,0.0,T, ,0,9999,27, , ,0,2400,5, , ,0,2400,8.5, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070212,0.09, , ,0,2400,1.4, , ,0,9999,31, , ,0,2400,25, , ,0,2400,11.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070213,0.39, , ,0,2400,8.8, , ,0,9999,27, , ,0,2400,15, , ,0,2400,19.9, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070214,0.03, , ,0,2400,1.4, , ,0,9999,21, , ,0,2400,7, , ,0,2400,11.9, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070215,0.00, , ,0,2400,0.0, , ,0,9999,14, , ,0,2400,2, , ,0,2400,12.1, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070216,0.00,T, ,0,2400,0.0,T, ,0,9999,19, , ,0,2400,-4, , ,0,2400,13.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070217,0.08, , ,0,2400,1.9, , ,0,9999,26, , ,0,2400,16, , ,0,2400,9.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070218,0.00, , ,0,2400,0.0, , ,0,9999,22, , ,0,2400,11, , ,0,2400,9.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070219,0.00, , ,0,2400,0.0, , ,0,9999,42, , ,0,2400,13, , ,0,2400,16.1, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070220,0.00, , ,0,2400,0.0, , ,0,9999,45, , ,0,2400,30, , ,0,2400,5.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070221,0.00, , ,0,2400,0.0, , ,0,9999,48, , ,0,2400,23, , ,0,2400,9.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070222,0.00, , ,0,2400,0.0, , ,0,9999,40, , ,0,2400,27, , ,0,2400,15.7, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070223,0.00,T, ,0,2400,0.0,T, ,0,9999,33, , ,0,2400,23, , ,0,2400,11.0, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070224,0.43, , ,0,2400,2.0, , ,0,9999,32, , ,0,2400,26, , ,0,2400,19.9, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070225,0.44, , ,0,2400,2.3, , ,0,9999,38, , ,0,2400,31, , ,0,2400,14.3, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070226,0.03, , ,0,2400,0.4, , ,0,9999,34, , ,0,2400,30, , ,0,2400,11.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070227,0.00, , ,0,2400,0.0, , ,0,9999,33, , ,0,2400,29, , ,0,2400,6.9, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070228,0.01, , ,0,2400,0.0,T, ,0,9999,35, , ,0,2400,28, , ,0,2400,12.1, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070301,1.09, , ,0,2400,0.0,T, ,0,9999,45, , ,0,2400,32, , ,0,2400,17.0, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070302,0.06, , ,0,2400,0.7, , ,0,9999,32, , ,0,2400,25, , ,0,2400,23.0, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070303,0.02, , ,0,2400,0.3, , ,0,9999,27, , ,0,2400,20, , ,0,2400,13.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070304,0.00, , ,0,2400,0.0, , ,0,9999,31, , ,0,2400,14, , ,0,2400,13.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070305,0.00, , ,0,2400,0.0, , ,0,9999,33, , ,0,2400,19, , ,0,2400,12.3, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070306,0.05, , ,0,2400,0.7, , ,0,9999,24, , ,0,2400,16, , ,0,2400,9.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070307,0.03, , ,0,2400,0.5, , ,0,9999,28, , ,0,2400,21, , ,0,2400,7.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070308,0.00, , ,0,2400,0.0, , ,0,9999,40, , ,0,2400,13, , ,0,2400,6.0, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070309,0.28, , ,0,2400,0.0, , ,0,9999,56, , ,0,2400,28, , ,0,2400,7.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070310,0.00, , ,0,2400,0.0, , ,0,9999,51, , ,0,2400,30, , ,0,2400,8.7, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070311,0.00, , ,0,2400,0.0, , ,0,9999,54, , ,0,2400,28, , ,0,2400,5.1, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070312,0.00,T, ,0,2400,0.0, , ,0,9999,63, , ,0,2400,36, , ,0,2400,11.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070313,0.00, , ,0,2400,0.0, , ,0,9999,73, , ,0,2400,48, , ,0,2400,13.9, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070314,0.16, , ,0,2400,0.1, , ,0,9999,61, , ,0,2400,35, , ,0,2400,14.8, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070315,0.00,T, ,0,2400,0.0,T, ,0,9999,38, , ,0,2400,28, , ,0,2400,13.9, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070316,0.00, , ,0,2400,0.0, , ,0,9999,39, , ,0,2400,25, , ,0,2400,10.5, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070317,0.00, , ,0,2400,0.0, , ,0,9999,39, , ,0,2400,24, , ,0,2400,7.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070318,0.00, , ,0,2400,0.0, , ,0,9999,47, , ,0,2400,21, , ,0,2400,7.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070319,0.06, , ,0,2400,0.0, , ,0,9999,61, , ,0,2400,36, , ,0,2400,13.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070320,0.00, , ,0,2400,0.0, , ,0,9999,43, , ,0,2400,30, , ,0,2400,13.0, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070321,1.07, , ,0,2400,0.0, , ,0,9999,67, , ,0,2400,37, , ,0,2400,14.1, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070322,0.09, , ,0,2400,0.0, , ,0,9999,64, , ,0,2400,44, , ,0,2400,12.8, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070323,0.04, , ,0,2400,0.0, , ,0,9999,52, , ,0,2400,44, , ,0,2400,7.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070324,0.00,T, ,0,2400,0.0, , ,0,9999,64, , ,0,2400,52, , ,0,2400,5.8, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070325,0.00, , ,0,2400,0.0, , ,0,9999,79, , ,0,2400,48, , ,0,2400,13.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070326,0.00, , ,0,2400,0.0, , ,0,9999,79, , ,0,2400,63, , ,0,2400,13.9, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070327,0.00, , ,0,2400,0.0, , ,0,9999,73, , ,0,2400,45, , ,0,2400,10.5, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070328,0.20, , ,0,2400,0.0, , ,0,9999,50, , ,0,2400,44, , ,0,2400,12.3, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070329,0.00, , ,0,2400,0.0, , ,0,9999,60, , ,0,2400,46, , ,0,2400,9.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070330,0.00,T, ,0,2400,0.0, , ,0,9999,55, , ,0,2400,46, , ,0,2400,8.9, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070331,0.51, , ,0,2400,0.0, , ,0,9999,63, , ,0,2400,45, , ,0,2400,11.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070401,0.09, , ,0,2400,0.0, , ,0,9999,61, , ,0,2400,46, , ,0,2400,17.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070402,0.00, , ,0,2400,0.0, , ,0,9999,61, , ,0,2400,41, , ,0,2400,9.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070403,0.15, , ,0,2400,0.0,T, ,0,9999,70, , ,0,2400,35, , ,0,2400,15.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070404,0.00,T, ,0,2400,0.0,T, ,0,9999,35, , ,0,2400,28, , ,0,2400,20.8, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070405,0.00, , ,0,2400,0.0, , ,0,9999,40, , ,0,2400,27, , ,0,2400,15.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070406,0.00, , ,0,2400,0.0, , ,0,9999,36, , ,0,2400,23, , ,0,2400,15.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070407,0.00, , ,0,2400,0.0, , ,0,9999,32, , ,0,2400,22, , ,0,2400,13.9, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070408,0.00,T, ,0,2400,0.0,T, ,0,9999,40, , ,0,2400,28, , ,0,2400,7.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070409,0.00,T, ,0,2400,0.0,T, ,0,9999,43, , ,0,2400,29, , ,0,2400,6.3, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070410,0.00, , ,0,2400,0.0, , ,0,9999,52, , ,0,2400,26, , ,0,2400,11.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070411,1.15, , ,0,2400,3.0, , ,0,9999,43, , ,0,2400,33, , ,0,2400,15.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070412,0.09, , ,0,2400,0.0,T, ,0,9999,38, , ,0,2400,33, , ,0,2400,12.8, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070413,0.00, , ,0,2400,0.0, , ,0,9999,51, , ,0,2400,32, , ,0,2400,8.3, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070414,0.00, , ,0,2400,0.0, , ,0,9999,49, , ,0,2400,35, , ,0,2400,8.7, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070415,0.00, , ,0,2400,0.0, , ,0,9999,58, , ,0,2400,29, , ,0,2400,8.5, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070416,0.00, , ,0,2400,0.0, , ,0,9999,62, , ,0,2400,32, , ,0,2400,8.7, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070417,0.00,T, ,0,2400,0.0, , ,0,9999,70, , ,0,2400,36, , ,0,2400,10.7, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070418,0.00,T, ,0,2400,0.0, , ,0,9999,50, , ,0,2400,39, , ,0,2400,13.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070419,0.00,T, ,0,2400,0.0, , ,0,9999,58, , ,0,2400,41, , ,0,2400,9.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070420,0.00, , ,0,2400,0.0, , ,0,9999,68, , ,0,2400,38, , ,0,2400,5.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070421,0.00, , ,0,2400,0.0, , ,0,9999,77, , ,0,2400,43, , ,0,2400,9.8, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070422,0.00,T, ,0,2400,0.0, , ,0,9999,83, , ,0,2400,52, , ,0,2400,16.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070423,0.00, , ,0,2400,0.0, , ,0,9999,70, , ,0,2400,51, , ,0,2400,15.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070424,0.30, , ,0,2400,0.0, , ,0,9999,68, , ,0,2400,44, , ,0,2400,10.3, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070425,1.06, , ,0,2400,0.0, , ,0,9999,49, , ,0,2400,45, , ,0,2400,16.6, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070426,0.49, , ,0,2400,0.0, , ,0,9999,56, , ,0,2400,45, , ,0,2400,9.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070427,0.00,T, ,0,2400,0.0, , ,0,9999,53, , ,0,2400,43, , ,0,2400,8.3, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070428,0.00, , ,0,2400,0.0, , ,0,9999,73, , ,0,2400,39, , ,0,2400,8.5, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070429,0.15, , ,0,2400,0.0, , ,0,9999,82, , ,0,2400,45, , ,0,2400,11.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070430,0.01, , ,0,2400,0.0, , ,0,9999,67, , ,0,2400,51, , ,0,2400,11.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070501,0.00, , ,0,2400,0.0, , ,0,9999,83, , ,0,2400,50, , ,0,2400,9.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070502,0.00, , ,0,2400,0.0, , ,0,9999,59, , ,0,2400,42, , ,0,2400,13.4, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070503,0.00, , ,0,2400,0.0, , ,0,9999,66, , ,0,2400,46, , ,0,2400,11.9, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070504,0.00,T, ,0,2400,0.0, , ,0,9999,66, , ,0,2400,49, , ,0,2400,10.7, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070505,0.00,T, ,0,2400,0.0, , ,0,9999,66, , ,0,2400,53, , ,0,2400,12.1, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070506,0.00, , ,0,2400,0.0, , ,0,9999,68, , ,0,2400,49, , ,0,2400,15.0, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070507,0.00,T, ,0,2400,0.0, , ,0,9999,83, , ,0,2400,47, , ,0,2400,10.5, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070508,0.00, , ,0,2400,0.0, , ,0,9999,82, , ,0,2400,54, , ,0,2400,5.8, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070509,0.13, , ,0,2400,0.0, , ,0,9999,77, , ,0,2400,61, , ,0,2400,6.3, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070510,0.00, , ,0,2400,0.0, , ,0,9999,84, , ,0,2400,56, , ,0,2400,4.0, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070511,0.00, , ,0,2400,0.0, , ,0,9999,70, , ,0,2400,51, , ,0,2400,13.0, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070512,0.00, , ,0,2400,0.0, , ,0,9999,64, , ,0,2400,46, , ,0,2400,13.0, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070513,0.00, , ,0,2400,0.0, , ,0,9999,69, , ,0,2400,43, , ,0,2400,8.1, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070514,0.00, , ,0,2400,0.0, , ,0,9999,90, , ,0,2400,56, , ,0,2400,17.2, , ,W,9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20070515,0.38, , ,0,2400,0.0, , ,0,9999,80, , ,0,2400,57, , ,0,2400,12.3, , ,W,9999
